,cluster,churn_proba,segment,strategy
70573,1,0.10972312,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59177,1,0.4269443,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56512,1,0.34078667,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52149,2,0.351964,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60100,1,0.38709706,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58085,1,0.29795936,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61530,1,0.30598876,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68218,2,0.42574203,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60550,1,0.35227302,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61182,1,0.56284237,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66204,1,0.48905918,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66812,1,0.16526094,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65440,0,0.77794677,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
56351,1,0.49548602,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51437,2,0.44434866,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59472,1,0.1930185,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69192,1,0.66498315,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55872,1,0.2260045,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51890,2,0.27136433,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62262,1,0.3950156,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53070,1,0.18423952,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30687,1,0.27935964,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65027,2,0.6746233,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55266,1,0.33389106,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69770,1,0.41897756,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57900,2,0.33485574,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57251,1,0.29930648,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59898,1,0.28074074,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60109,1,0.23265885,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62335,2,0.24699254,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53951,1,0.3497673,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64404,1,0.2874513,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56982,1,0.3142121,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63288,2,0.6144592,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64572,1,0.5397603,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63889,1,0.11891534,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61013,2,0.46671766,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55498,1,0.2728592,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66816,1,0.3855726,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59698,1,0.3057222,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68645,2,0.46825778,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
31046,1,0.46467385,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70974,0,0.38965672,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
57300,2,0.3702855,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
51219,0,0.4190329,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
54635,1,0.43266842,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54808,2,0.71151996,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64478,1,0.36732414,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68945,1,0.19685835,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
31036,1,0.32330382,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64637,2,0.28904274,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64386,1,0.5556673,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54722,1,0.1911583,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61977,2,0.45914105,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67106,2,0.4097234,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62213,1,0.44485465,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61137,1,0.41056386,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59614,2,0.25980923,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
30754,1,0.25375935,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57450,2,0.38385925,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57758,1,0.21141666,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57654,1,0.35378397,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69013,0,0.87948453,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
61719,0,0.4288374,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
60499,1,0.37161785,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56437,1,0.31765035,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70333,1,0.20110312,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65978,2,0.4002249,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52872,1,0.104459144,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65137,1,0.33586353,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66197,1,0.31220666,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57390,1,0.1478243,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70846,1,0.5944359,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51201,2,0.37283304,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
63271,2,0.6785248,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66422,1,0.26262045,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68190,1,0.34776914,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30684,1,0.45235965,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58975,1,0.3798465,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53623,1,0.16159895,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63276,1,0.38968042,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53279,2,0.20505054,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
51173,1,0.25031075,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52160,1,0.28522748,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59732,1,0.16997942,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58571,2,0.25031248,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57027,1,0.19698325,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57534,2,0.25552014,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57664,2,0.31556872,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69700,2,0.07892084,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67178,1,0.51695174,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64084,2,0.6025921,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69916,1,0.40429386,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65990,2,0.18843924,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
63043,0,0.44120854,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
59172,1,0.26265752,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57730,2,0.31606144,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62799,1,0.52334356,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66801,1,0.22427155,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67926,1,0.38893393,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69236,1,0.18585837,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68209,2,0.70081955,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57485,1,0.43188056,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
